"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Choose Providers to Target

    Test Steps:
    1. Login as a group admin
    2. Navigate to the provider list for targeting
    3. Verify the provider list for targeting
    ","18878","test_7_1_0_choosing_providers_to_target","tests","Wed Oct 08 19:24:43 JST 2025","passed","Wed Oct 08 19:25:02 JST 2025","","test_7_Targeted_LNQ_Alerts","",""
"
    Editing the General Information section

    Test Steps:
    1. Login as a provider
    2. Navigate to Settings page
    3. Edit First Name field
    4. Edit Last Name field
    5. Edit Phone field
    6. Save changes
    7. Verify success message
    8. Verify changes are persisted
    ","3647","test_1_4_0_editing_the_general_information_section","tests","Wed Oct 08 19:28:32 JST 2025","passed","Wed Oct 08 19:28:36 JST 2025","","test_1_Provider_authentication","",""
"
    View Groups to Join

    Test Steps:
    1. Login as a provider
    2. Navigate to Groups page
    3. Click on ""All groups"" tab
    4. Verify list of all existing groups: names, descriptions, locations, and an 'Apply to join' CTA for each.
    ","11477","test_3_1_0_viewing_groups_to_join","tests","Wed Oct 08 19:16:52 JST 2025","passed","Wed Oct 08 19:17:04 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    As a user I can send a finalized study notification

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Send a finalized study notification
    4. Verify the finalized study notification is sent
    ","8201","test_4_1_0_sending_finalized_study_notification","tests","Wed Oct 08 19:18:45 JST 2025","passed","Wed Oct 08 19:18:53 JST 2025","","test_4_RVU_tracker","",""
"
    As a user I can view Payment Status

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. View Payment Status
    4. Verify the Payment Status is set
    ","3333","test_4_5_0_viewing_payment_status","tests","Wed Oct 08 19:22:27 JST 2025","passed","Wed Oct 08 19:22:31 JST 2025","","test_4_RVU_tracker","",""
"
    Validate Presence of 'Leave Group' Button
    ","3447","test_2_1_0_validate_presence_of_leave_group_button","tests","Wed Oct 08 19:23:25 JST 2025","passed","Wed Oct 08 19:23:29 JST 2025","","test_2_Group_Admin_Provider","",""
"
    Deactivate LnQ
    Test Steps:
    1. Login as a provider
    2. Click on Home Page from the navigation bar.
    3. Click on ""Deactivate""  button and toggle off
    5. Verify the LnQ is deactivated for the group
    ","11858","test_3_3_0_deactivating_LnQ_for_a_group","tests","Wed Oct 08 19:17:53 JST 2025","passed","Wed Oct 08 19:18:05 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    View Provider List for Targeting

    Test Steps:
    1. Login as a group admin
    2. Navigate to the provider list for targeting
    3. Verify the provider list for targeting
    ","6654","test_7_1_0_viewing_provider_list_for_targeting","tests","Wed Oct 08 19:24:34 JST 2025","passed","Wed Oct 08 19:24:40 JST 2025","","test_7_Targeted_LNQ_Alerts","",""
"
    Targeted Individual LnQ

    Test Steps:
    1. Login as a provider      
    2. Click on ""Create LnQ""
    3. Verify the targeted individual LnQ
    ","22958","test_9_4_0_targeted_individual_LnQ","tests","Wed Oct 08 19:27:28 JST 2025","passed","Wed Oct 08 19:27:51 JST 2025","","test_9_Individual_LnQ_Alert","",""
"
    User can see the local time on LnQ alerts under My Group

    Test Steps:
    1. Login as a group admin
    2. Navigate to the groups page
    3. View LnQ alerts from ""Scheduled"" tab
    4. Verify the LnQ is displayed with the local time
    ","3896","test_14_9_0_user_can_see_the_local_time_on_LnQ_alerts_under_My_Group","tests","Wed Oct 08 19:16:25 JST 2025","passed","Wed Oct 08 19:16:29 JST 2025","","test_14_Multiple_LnQ_Alert","",""
"
    As a user I can apply Default Alert USD/RVU Value

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Apply Default Alert USD/RVU Value
    4. Verify the Default Alert USD/RVU Value is set
    ","24977","test_4_2_0_applying_default_alert_usd_rvu_value","tests","Wed Oct 08 19:20:02 JST 2025","passed","Wed Oct 08 19:20:27 JST 2025","","test_4_RVU_tracker","",""
"
    View complete Studies tab

    Test Steps:
    1. Login as a group admin
    2. User clicks on the Group name - Group that I administer
    3. User clicks on the ""Complete Studies"" tab
    ","3121","test_2_6_0_view_complete_studies_tab","tests","Wed Oct 08 19:23:52 JST 2025","passed","Wed Oct 08 19:23:55 JST 2025","","test_2_Group_Admin_Provider","",""
"
    View Group Members tab

    Test Steps:
    1. Login as a provider
    2. Navigate to Groups page
    3. Click on the group you want to view members for
    4. Verify the group members page is visible
    ","5547","test_3_2_0_viewing_group_members","tests","Wed Oct 08 19:17:18 JST 2025","passed","Wed Oct 08 19:17:24 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    As a user I can select on the group to filter the RVU information

    Test Steps:
    1. Login as a provider
    2. Navigate to RVU Tracker page
    3. Select the group to filter the RVU information
    4. Verify the RVU information is filtered
    ","8488","test_4_1_0_selecting_group_to_filter_RVU_information","tests","Wed Oct 08 19:18:33 JST 2025","passed","Wed Oct 08 19:18:42 JST 2025","","test_4_RVU_tracker","",""
"
    As a user I can initiate an ORM Message - When the Group LnQ is Inactive

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Initiate an ORM Message - When the Group LnQ is Inactive
    4. Verify the Payment Status is not set
    ","27996","test_4_4_0_initiating_orm_message_invalid_group_lnq_inactive","tests","Wed Oct 08 19:21:49 JST 2025","passed","Wed Oct 08 19:22:17 JST 2025","","test_4_RVU_tracker","",""
"
    As a group admin, I can toggle on & off for Targeted Provider

    Test Steps: 
    1. User navigate to ""Groups"" and clicks on ""My Group"" tab
    2. Clicks on ""3 dots"" and select the option ""Targeted Provider""
    3. Toggle on & off for Targeted Provider
    4. Verify the Targeted Provider is toggled on & off
    ","5117","test_2_1_0_toggling_targeted_provider","tests","Wed Oct 08 19:23:17 JST 2025","passed","Wed Oct 08 19:23:22 JST 2025","","test_2_Group_Admin_Provider","",""
"
    As a user I can select on the dates to filter the RVU information

    Test Steps:
    1. Login as a provider
    2. Navigate to RVU Tracker page
    3. Select the dates to filter the RVU information
    4. Verify the RVU information is filtered
    ","5527","test_4_1_0_selecting_dates_to_filter_RVU_information","tests","Wed Oct 08 19:18:25 JST 2025","passed","Wed Oct 08 19:18:30 JST 2025","","test_4_RVU_tracker","",""
"
    Entering the registration requirements details with invalid phone number

    Test Steps:
    1. Navigate to the registration page
    2. Fill in the basic information with invalid phone number
    3. Enter the other required fields
    4. Accept the terms and continue
    5. Verify continue button is disabled
    ","1350","test_1_1_0_invalid_phone_number","tests","Wed Oct 08 19:28:03 JST 2025","passed","Wed Oct 08 19:28:05 JST 2025","","test_1_Provider_authentication","",""
"
    As a user I can initiate an ORM Message - Payable

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Initiate an ORM Message - Payable
    4. Verify the Payment Status is set
    ","23479","test_4_4_0_initiating_orm_message_payable","tests","Wed Oct 08 19:20:54 JST 2025","passed","Wed Oct 08 19:21:17 JST 2025","","test_4_RVU_tracker","",""
"
    Register without accepting terms

    Test Steps:
    1. Navigate to the registration page
    2. Fill in the basic information
    3. Select the specialty
    4. Select the work preferences
    5. Set the work types
    6. Select the states
    7. Set the malpractice insurance
    8. Not accept the terms and continue
    9. Verify continue button is disabled
    ","8750","test_1_1_0_register_without_accepting_terms","tests","Wed Oct 08 19:28:15 JST 2025","passed","Wed Oct 08 19:28:24 JST 2025","","test_1_Provider_authentication","",""
"
    As a user I can send a failed to finalized study notification - non-existing NPI number

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Send a failed to finalized study notification - non-existing NPI number
    4. Verify the failed to finalized study notification is sent
    ","8749","test_4_1_0_sending_failed_to_finalized_study_notification_non_existing_npi_number","tests","Wed Oct 08 19:19:29 JST 2025","passed","Wed Oct 08 19:19:38 JST 2025","","test_4_RVU_tracker","",""
"
    Home page - view LnQ alerts from ""Groups that I administer"" - Status

    Test Steps:
    1. Login as a group admin
    2. Navigate to the home page
    3. View LnQ alerts from ""Groups that I administer"" - Status
    4. Verify the LnQ alerts are displayed
    ","4059","test_14_1_0_viewing_LnQ_alerts_from_groups_that_I_administer_status","tests","Wed Oct 08 19:15:06 JST 2025","passed","Wed Oct 08 19:15:10 JST 2025","","test_14_Multiple_LnQ_Alert","",""
"
    As a user I can send a failed to finalized study notification - Duplicated Order ID

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Send a failed to finalized study notification - Duplicated Order ID
    4. Verify the failed to finalized study notification is sent
    ","9858","test_4_1_0_sending_failed_to_finalized_study_notification_duplicated_order_id","tests","Wed Oct 08 19:19:17 JST 2025","passed","Wed Oct 08 19:19:26 JST 2025","","test_4_RVU_tracker","",""
"
    As a user I can send a failed to finalized study notification

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Send a failed to finalized study notification
    4. Verify the failed to finalized study notification is sent
    ","6499","test_4_1_0_sending_failed_to_finalized_study_notification_non_existing_facility","tests","Wed Oct 08 19:18:56 JST 2025","passed","Wed Oct 08 19:19:03 JST 2025","","test_4_RVU_tracker","",""
"
    As a user I can validate RVU association for studies

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Validate RVU association for studies
    4. Verify the RVU association for studies is set
    ","7651","test_4_6_0_validating_rvu_association_for_studies","tests","Wed Oct 08 19:22:34 JST 2025","passed","Wed Oct 08 19:22:42 JST 2025","","test_4_RVU_tracker","",""
"
    User creates LnQ alert with the time zone display - personal

    Test Steps:
    1. Login as a group admin
    2. Navigate to the groups page
    3. Create LnQ alert with the time zone display - personal
    4. Verify the LnQ is displayed with the local time      
    ","4353","test_14_9_0_user_creates_LnQ_alert_with_the_time_zone_display_personal","tests","Wed Oct 08 19:16:34 JST 2025","passed","Wed Oct 08 19:16:39 JST 2025","","test_14_Multiple_LnQ_Alert","",""
"
    Viewing Security Section

    Test Steps:
    1. Login as a provider
    2. Navigate to Settings page
    3. Click on Security tab
    4. Verify Security section is visible
    5. Verify Two-factor Authentication section
    6. Verify Password section
    ","3200","test_1_4_0_viewing_security_section","tests","Wed Oct 08 19:28:36 JST 2025","passed","Wed Oct 08 19:28:39 JST 2025","","test_1_Provider_authentication","",""
"
    My Groups page - activate LnQ

    Test Steps:
    1. Login as a group admin
    2. Navigate to the groups page
    3. Activate LnQ for a group
    4. Verify the LnQ is activated
    ","3048","test_14_2_0_activating_LnQ","tests","Wed Oct 08 19:15:38 JST 2025","passed","Wed Oct 08 19:15:41 JST 2025","","test_14_Multiple_LnQ_Alert","",""
"
    Deactivate Personal LnQ Alert
    Test Steps:
    1. Login as a provider
    2. Click on Home Page from the navigation bar.
    3. Click on ""Deactivate""  button and toggle off for Personal LnQ Alert
    5. Verify the LnQ is deactivated for the group
    ","12950","test_3_4_0_deactivating_personal_LnQ_alert","tests","Wed Oct 08 19:18:08 JST 2025","passed","Wed Oct 08 19:18:21 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    As an Admin, I can Edit Group

    Test Steps:
    1. Login as an admin
    2. Navigate to Groups page
    3. Click on My Groups section
    4. From the top menu, clicks on ""Edit Group""
    5. User performs some editing on: Group Name, Phone number, Description, Time zone
    6. User clicks on ""Save Changes""
    ","2797","test_2_1_0_editing_group","tests","Wed Oct 08 19:23:04 JST 2025","passed","Wed Oct 08 19:23:07 JST 2025","","test_2_Group_Admin_Provider","",""
"
    Logging in with invalid credentials

    Test Steps:
    1. Navigate to the login page
    2. Enter the invalid email and password
    3. Click the login button
    4. Verify the error message
    ","1769","test_1_2_0_logging_in_with_invalid_credentials","tests","Wed Oct 08 19:28:27 JST 2025","passed","Wed Oct 08 19:28:29 JST 2025","","test_1_Provider_authentication","",""
"
    As a user I can specify Alert USD/RVU Value

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Specify Alert USD/RVU Value
    4. Verify the Alert USD/RVU Value is set
    ","17420","test_4_2_0_specifying_alert_usd_rvu_value","tests","Wed Oct 08 19:19:42 JST 2025","passed","Wed Oct 08 19:19:59 JST 2025","","test_4_RVU_tracker","",""
"
    Activate LnQ - Group
    Test Steps:
    1. Login as a provider
    2. Click on ""Create LnQ""
    3. User selected ""Group LnQ"" and clicks on next
    4. User selects one of the group and clicks on confirm
    5. The window pops out with ""You’re activating LnQ for MBPB. Do you want to proceed?"" and user clicks on Next
    6. User enters the amount $ and clicks on ""Next""
    7. User select on the providers
    8. Click on ""Confirm""
    9. Verify the LnQ is activated for the group
    ","12304","test_3_3_0_activating_LnQ_for_a_group","tests","Wed Oct 08 19:17:38 JST 2025","passed","Wed Oct 08 19:17:50 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    Multiple alerts are active in one same LnQ group

    Test Steps:
    1. Login as a provider
    2. Click on ""Create LnQ""
    3. Verify the multiple alerts are active in one same LnQ group
    ","26228","test_9_1_0_multiple_alerts_are_active_in_one_same_LnQ_group","tests","Wed Oct 08 19:26:59 JST 2025","passed","Wed Oct 08 19:27:25 JST 2025","","test_9_Individual_LnQ_Alert","",""
"
    My Groups page - deactivate LnQ

    Test Steps:
    1. Login as a group admin
    2. Navigate to the groups page
    3. Deactivate LnQ for a group
    4. Verify the LnQ is deactivated
    ","3025","test_14_2_0_deactivating_LnQ","tests","Wed Oct 08 19:15:46 JST 2025","passed","Wed Oct 08 19:15:49 JST 2025","","test_14_Multiple_LnQ_Alert","",""
"
    Successfully navigate to account settings

    Test Steps:
    1. Login as a provider
    2. Navigate to Settings page
    3. Verify General tab is visible
    4. Verify Security tab is accessible
    5. Verify Notifications tab is accessible
    ","3083","test_1_4_0_successfully_navigate_to_account_settings","tests","Wed Oct 08 19:28:29 JST 2025","passed","Wed Oct 08 19:28:32 JST 2025","","test_1_Provider_authentication","",""
"
    Apply to Join a Group

    Test Steps:
    1. Login as a provider
    2. Navigate to Groups page
    3. Click on ""All groups"" tab
    4. Click on the group you want to apply to
    5. Click on ""Apply to join"" button
    6. Verify you are redirected to the group details page
    7. Verify you are now a member of the group
    ","8781","test_3_2_0_applying_to_join_a_group","tests","Wed Oct 08 19:17:07 JST 2025","passed","Wed Oct 08 19:17:15 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    Logging in as a provider

    Test Steps:
    1. Navigate to the login page
    2. Enter the valid email and password
    3. Click the login button
    4. Verify the success message
    ","2997","test_1_2_0_logging_in_as_a_provider","tests","Wed Oct 08 19:28:24 JST 2025","passed","Wed Oct 08 19:28:27 JST 2025","","test_1_Provider_authentication","",""
"
    View Members of Multiple Groups
    Test Steps:
    1. Login as a provider
    2. Navigate to Groups page
    3. Click on ""All groups"" tab
    4. Click on the group you want to view members for
    5. Verify all the group members page is visible
    ","7146","test_3_2_0_viewing_members_of_multiple_groups","tests","Wed Oct 08 19:17:27 JST 2025","passed","Wed Oct 08 19:17:35 JST 2025","","test_3_Non_Admin_Prodiver","",""
"
    Viewing Group details page

    Test Steps:
    1. Login as an admin
    2. Navigate to Groups page
    3. Click on My Groups section
    4. Click on the Group Name
    5. Verify the group details page is visible
    ","5960","test_2_1_0_viewing_group_details_page","tests","Wed Oct 08 19:22:58 JST 2025","passed","Wed Oct 08 19:23:04 JST 2025","","test_2_Group_Admin_Provider","",""
"
    User can see the local time on LnQ active list

    Test Steps:
    1. Login as a group admin
    2. Navigate to the groups page
    3. View LnQ alerts from ""Groups that I administer"" - Status
    4. Verify the LnQ is displayed with the local time
    ","4234","test_14_9_0_user_can_see_the_local_time_on_LnQ_active_list","tests","Wed Oct 08 19:15:59 JST 2025","passed","Wed Oct 08 19:16:03 JST 2025","","test_14_Multiple_LnQ_Alert","",""
"
    As a user I can initiate an ORM Message - When NPI number does not map providers in the system

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Initiate an ORM Message - When NPI number does not map providers in the system
    4. Verify the Payment Status is not set
    ","25176","test_4_4_0_initiating_orm_message_invalid_npi_not_mapped","tests","Wed Oct 08 19:21:20 JST 2025","passed","Wed Oct 08 19:21:46 JST 2025","","test_4_RVU_tracker","",""
"
    As a user I can send a failed to finalized study notification - empty fields

    Test Steps:
    1. Login as a provider
    2. Navigate to home page
    3. Send a failed to finalized study notification - empty fields
    4. Verify the failed to finalized study notification is sent
    ","7656","test_4_1_0_sending_failed_to_finalized_study_notification_empty_fields","tests","Wed Oct 08 19:19:06 JST 2025","passed","Wed Oct 08 19:19:14 JST 2025","","test_4_RVU_tracker","",""
"
    Verify Personal/Group selection step appears during mobile scheduled LnQ creation flow

    Test Steps:
    1. Login as a provider
    2. Click on ""Create LnQ""
    3. User selected ""Group LnQ"" and clicks on next
    4. User selects one of the group and clicks on confirm
    5. The window pops out with ""You’re activating LnQ for MBPB. Do you want to proceed?"" and user clicks on Next
    6. User enters the amount $ and clicks on ""Next""
    7. User select on the providers
    8. Click on ""Confirm""
    9. Verify the LnQ is activated for the group
    ","17302","test_9_1_0_scheduled_LnQ_creation_flow","tests","Wed Oct 08 19:26:38 JST 2025","passed","Wed Oct 08 19:26:56 JST 2025","","test_9_Individual_LnQ_Alert","",""
"
    Security - Provider editing on Change Password

    Test Steps:
    1. Login as a provider
    2. Navigate to Settings page
    3. Click on Security tab
    4. Enter current password
    5. Enter new valid password
    6. Confirm new password
    7. Save changes
    8. Verify success message
    ","12754","test_1_4_0_change_password_success","tests","Wed Oct 08 19:28:39 JST 2025","passed","Wed Oct 08 19:28:52 JST 2025","","test_1_Provider_authentication","",""
